Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
UVZ-0051474	UVZC_EV3526	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0091466	UVZC_EV3527	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0210106	UVZC_EV3528	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0399614	UVZC_EV3529	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0215276	UVZC_EV3530	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0591860	UVZC_EV3531	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0884609	UVZC_EV3532	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0410166	UVZC_EV3533	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0326853	UVZC_EV3534	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0573985	UVZC_EV3535	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0870201	UVZC_EV3536	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0691912	UVZC_EV3537	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0855261	UVZC_EV3538	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0095274	UVZC_EV3539	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0426906	UVZC_EV3540	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0069295	UVZC_EV3541	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0498442	UVZC_EV3542	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0872538	UVZC_EV3543	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0501878	UVZC_EV3544	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0541871	UVZC_EV3545	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0801273	UVZC_EV3546	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0984115	UVZC_EV3547	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0749809	UVZC_EV3548	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0527463	UVZC_EV3549	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0057534	UVZC_EV3550	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0924546	UVZC_EV3551	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0953822	UVZC_EV3552	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0899556	UVZC_EV3553	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0048379	UVZC_EV3554	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0155704	UVZC_EV3555	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0312098	UVZC_EV3556	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0237775	UVZC_EV3557	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0028441	UVZC_EV3558	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0537170	UVZC_EV3559	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0033706	UVZC_EV3560	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0511191	UVZC_EV3561	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0629317	UVZC_EV3562	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0222281	UVZC_EV3563	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0952082	UVZC_EV3564	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0899815	UVZC_EV3565	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0411122	UVZC_EV3566	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0397738	UVZC_EV3567	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0385166	UVZC_EV3568	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0969359	UVZC_EV3569	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0813494	UVZC_EV3570	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0685702	UVZC_EV3571	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0395718	UVZC_EV3572	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0506357	UVZC_EV3573	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0490275	UVZC_EV3574	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0883214	UVZC_EV3575	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0132300	UVZC_EV3576	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0995882	UVZC_EV3577	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0694288	UVZC_EV3578	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0665019	UVZC_EV3579	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0329811	UVZC_EV3580	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0042428	UVZC_EV3581	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0471552	UVZC_EV3582	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0286144	UVZC_EV3583	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0617776	UVZC_EV3584	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0052980	UVZC_EV3585	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0871979	UVZC_EV3586	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0147537	UVZC_EV3587	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0420580	UVZC_EV3588	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0386196	UVZC_EV3589	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0282869	UVZC_EV3590	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0659453	UVZC_EV3591	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0256891	UVZC_EV3592	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0110365	UVZC_EV3593	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0926050	UVZC_EV3594	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0823256	UVZC_EV3595	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0929487	UVZC_EV3596	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0423327	UVZC_EV3597	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0751990	UVZC_EV3598	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0433779	UVZC_EV3599	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
UVZ-0790880	UVZC_EV3600	Mollusca			UVZC | https://scientific-collections.gbif.org/collection/4d13e2f9-7f1e-4f86-9a80-54b5c20dec7b								PreservedSpecimen		2024-01-22T16:08:32Z																																													
SZU-0385745	334	Salix mielichhoferi Saut.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Bezirk St. Veit a. d. Glan. Neumarkter Sattel S, Zeltschach.																												
SZU-0473599	333	Salix mielichhoferi Saut.	Weinmeister,H.W.		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Pongau. Radstädter Tauern, Tappenkar, Strauchgesellschaft beim Seeausfluß																												
SZU-0352154	331	Salix mielichhoferi Saut.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Pongau. Radstädter Tauern, Tappenkarsee-Ausfluß																												
SZU-0381430	332	Salix mielichhoferi Saut.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Pongau. Radstädter Tauern, Tappenkar, unter Weißgrubenkopf																												
SZU-0914153	44009	Alchemilla anisiaca Wettst.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Salzburg Tennengau district, north of Pass Gschütt, SW near Wilder Jäger																												
SZU-0475988	44010	Alchemilla anisiaca Wettst.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Dachstein group, Hoher Dachstein SW,  Brandwald																												
SZU-0583312	111622	Draba stellata Jacq.	Tribsch,Andreas		SZU Herbarium								Tissue sample		2024-11-30 18:44:36																	Austria, Steiermark. Nordöstliche Kalkalpen, Rax, Raxplateau, Altenbergersteig S des Gamsecks																												
SZU-0145298	SZU00090054	Pedicularis portenschlagii Saut. ex Rchb.	Tribsch,Andreas		SZU Herbarium						https://storage.osca.science/szu/SZU00090054.jpg, https://portal.boldsystems.org/record/SZUAB001-24		Tissue sample		2024-11-30 18:44:36																	Austria, Salzburg. Lungau, Radstädter Tauern, Weisseck, E Riedingscharte																												
SZU-0586749	42969	Campanula cespitosa Scop.	Siebenbrunner,Apollonia		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Steiermark. Bezirk Liezen, Admont  NE, Weng bei Admont SE, Hausmauer W, Schwaighof																												
SZU-0402411	43571	Valeriana celtica subsp. norica Vierh.	Siebenbrunner,Apollonia		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Lungau. Weißpriachtal, Anstieg vom Weißpriachtal  zum Großen Gurpitscheck, Gurpitsch																												
SZU-0409252	44006	Alchemilla anisiaca Wettst.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Dachstein group, between Raucheck and Torboden WSW of Hohen Dachstein																												
SZU-0292327	42950	Campanula pulla L.	Gruber,Johann Peter		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Radstädter Tauern, Obertauern, Hundsfeld																												
SZU-0860165	42952	Campanula pulla L.	Pilsl,Peter		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Oberösterreich. Dachstein, trail from Gosau lake to Adamekhütte, near the abandoned Grobgestein-Hütte																												
SZU-0364829	42968	Campanula cespitosa Scop.	Siebenbrunner,Apollonia		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Steiermark. Liezen district, Gesäuse nationalpark, Hartelsgraben																												
SZU-0971246	42592	Pedicularis portenschlagii Saut. ex Rchb.	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Hohe Tauern, Hafnergruppe, Kattowitzer Hütte - Kühkarschneid - Kühkar gegen Lanischeck																												
SZU-0687594	42593	Oxytropis triflora Hoppe	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Hohe Tauern, Hafnergruppe, Lanischeck, WSW Flanke (Aufstieg vom Kühkar)																												
SZU-0635327	42881	Puccinellia peisonis (Beck) Jáv.	Krisai,Robert		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Burgenland. Bezirk Neusiedl am See. Lange Lacke bei Apetlon																												
SZU-0305260	41801	Puccinellia peisonis (Beck) Jáv.	Krisai,Robert		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Burgenland. Lange Lacke bei Apetlon																												
SZU-0133249	42401	Linum alpinum Jacq.	Tribsch,Andreas & Kaiser,Roland		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Italy, Veneto. Monte Pasubio, Val di Fontana d'Oro																												
SZU-0734140	42582	Pedicularis aspleniifolia Floerke ex Willd.	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Hohe Tauern, Glockner-Gruppe, NW Fuscher Törl, E Forschungsstation des Haus der Natur																												
SZU-0802559	42579	Pedicularis aspleniifolia Floerke ex Willd.	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Hohe Tauern, Glockner-Gruppe, NW Fuscher Törl, E Forchungsstation des Haus der Natur																												
SZU-0685576	42577	Salix mielichhoferi Saut.	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Lungau. Nockberge, unmittelbare Umgebung der Dr.-Josef-Mehrl-Hütte																												
SZU-0875061	41542	Galium noricum Ehrend.	Eberl,Thomas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Flachgau. Fuschl am See, ca. 900 m E Ortschaft Haslwald																												
SZU-0556650	41351	Pulmonaria kerneri Wettst.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Oberösterreich. Tal der Krummen Steyrling, Jaidhaus, E der Fischteiche																												
SZU-0457074	41452	Galium noricum Ehrend.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Radstädter Tauern, Pleißlinggruppe																												
SZU-0917884	41453	Galium noricum Ehrend.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Radstädter Tauern, Pleißlinggruppe																												
SZU-0310822	40967	Heracleum austriacum subsp. austriacum L.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Oberösterreich. Höllengebirge, Feuerkogel, Heumahdgupf																												
SZU-0814171	41050	Galium noricum Ehrend.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Radstädter Tauern, Tappenkar, Weißgrubenkopf																												
SZU-0036952	41051	Galium noricum Ehrend.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Radstädter Tauern, Tappenkar, Rifflkamm																												
SZU-0121896	40888	Campanula pulla L.	Strobl,Walter & Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Tennengau district, Tennengebirge, northern side of the Knallsteins																												
SZU-0654619	40245	Gentiana froelichii Jan ex Rchb.	Tribsch,Andreas		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Steiner Alpen, Umgebung des Sanntaler Sattels und des Seeländer Sattels																												
SZU-0280529	40718	Campanula cespitosa Scop.	Pflugbeil,Georg et al.		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Oberkärnten, Kötschach-Mauthen, Obere Valentinalm																												
SZU-0923884	40882	Campanula cespitosa Scop.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Niederösterreich. Lilienfeld district, Ochsattel																												
SZU-0473740	39646	Papaver alpinum L.	Pflugbeil,Georg et al.		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Kärnten. Oberkärnten, Hermagor-Pressegger See, Gartnerkofel, 230 m SE des Gipfels, knapp unterhalb der Scharte																												
SZU-0236862	40033	Salix mielichhoferi Saut.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Italy, Veneto. Provinz Belluno, Passo Campolongo oberhalb Hotel Boè																												
SZU-0499232	39038	Dianthus alpinus L.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-04 14:29:59																	Austria, Steiermark. Eisenerz alps, trail from Radmerhals up on Hochkogel, 400m south of peak																												
SZU-0502643	40034	Salix mielichhoferi Saut.	Wagner,Heinrich		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Italy, Veneto. Provinz Belluno, Arabba, bei Rifugio Incisa östlich passo Campolongo																												
SZU-0436158	38517	Callianthemum anemonoides (J. Zahlbr.) Endl. ex Heynh.	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Oberösterreich. Dead Mountains, Hinterstoder, way to Polsterlucke [EN]  Totes Gebirge, Hinterstoder, am Weg zur Polsterlucke [DE]																												
SZU-0575146	38542	Ranunculus hybridus Biria	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Gosaukamm, Austriaweg, S der Bischofsmütze																												
SZU-0036230	38665	Minuartia austriaca (Jacq.) Hayek	Pilsl,Peter		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Oberösterreich. Salzkammergut, Höllengebirge, Weg von Feuerkogel zur Riederhütte SE vom Gamskogel																												
SZU-0068068	38666	Minuartia austriaca (Jacq.) Hayek	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Dachsteingruppe, SSW vom Torstein, NNW vom Raucheck																												
SZU-0833248	38900	Draba sauteri Hoppe	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-04 15:19:23																	Austria, Salzburg. Pinzgau district, trail from Weißbach up on Kammerlinghorn, W of the peak																												
SZU-0779158	38904	Draba sauteri Hoppe	Wittmann,Helmut		SZU Herbarium								Herbarium Sheet		2024-12-02 22:34:01																	Austria, Salzburg. Lungau. Mosermandl																												
