Header Definitions at https://dwc.tdwg.org/terms/                                                             Occurence Based Data												Record Level Data			Event Data	Taxonomic Data																Location-Based Data											Geological Context																	
dwc:recordNumber	dwc:occurrenceID	dwc:scientificName	dwc:recordedBy	dwc:institutionID	dwc:institutionCode	dwc:collectionID	dwc:collectionCode	dwc:collectionNumber	dwc:otherCatalogNumbers	dwc:occurrence_remarks	dwc:associatedMedia	dc:type	dwc:basisOfRecord	dwc: dynamicProperties	dwc:eventDate	dwc:taxonID	dwc:verbatimIdentification	dwc:acceptedNameUsage	dwc:speciesName	dwc:kingdom	dwc:phylum	dwc:class	dwc:order	dwc:family	dwc:genus	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:scientificNameAuthorship	dwc:identificationQualifier	dwc:vernacularName	dwc:identifiedBy	dwc:locality	dwc:decimalLatitude	dwc:decimalLongitude	dwc:country	dwc:stateProvince	dwc:county	dwc:habitat	dwc:minimumElevationInMeters	dwc:maximumElevationInMeters	dwc:coordinateUncertaintyInMeters	dwc:georeferenceRemarks	dwc:geologicalContextID	dwc:earliestEonOrLowestEonothem	dwc:latestEonOrHighestEonothem	dwc:earliestEraOrLowestErathem	dwc:latestEraOrHighestErathem	dwc:earliestPeriodOrLowestSystem	dwc:latestPeriodOrHighestSystem	dwc:earliestEpochOrLowestSeries	dwc:latestEpochOrHighestSeries	dwc:earliestAgeOrLowestStage	dwc:earliestAgeOrLowestStage	dwc:lowestBiostratigraphicZone	dwc:highestBiostratigraphicZone	dwc:lithostratigraphicTerms	dwc:group	dwc:formation	dwc:member	dwc:bed
TLM-0803965	0F2F0FAA-114C-4548-A79C-53E344AA98E5	Macrogastra plicatula plicatula (Draparnaud, 1801)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Pirkach, NW Oberdrauburg [Lat: 46.7592631 x Long: 12.9273375]																												
TLM-0791313	165D99F3-7CA5-412C-B2A9-53953EBC5528	Macrogastra plicatula plicatula (Draparnaud, 1801)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Rofan, Zireiner See [Lat: 47.46530876 x Long: 11.81234658]																												
TLM-0140117	D25273AD-C636-4ECA-9C08-F0C01125F346	Macrogastra plicatula plicatula (Draparnaud, 1801)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Salzburg Salzburg E, Gaisberg [Lat: 47.8171243 x Long: 13.1042996]																												
TLM-0455393	3595E14B-12CA-40C8-85CD-B463758F8466	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Brandenbergtal, Brandenberg SW [Lat: 47.45447878 x Long: 11.86546773]																												
TLM-0114138	5699DE44-5268-4F57-88F0-1686776853BF	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Stans, über Wolfsklamm nach St. Georgenberg [Lat: 47.37377141 x Long: 11.70458347]																												
TLM-0417317	3BCF8908-E469-49BC-998D-24792222DDEA	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kufstein NW, Weg zum Längsee [Lat: 47.60129459 x Long: 12.15534747]																												
TLM-0901026	03BCCB86-BA8A-4E41-8587-EE3CE3693E13	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Gaisalm, Achensee W [Lat: 47.47670937 x Long: 11.70200318]																												
TLM-0933260	9B275F7B-405D-4251-90EA-51F91259C41A	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Heldenfriedhof S - unterhalb Plöckenpass [Lat: 46.62312543 x Long: 12.94810352]																												
TLM-0570359	BD5C39FF-B658-4A04-8E25-22D8AACFBAF7	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Ehrenberger Klause, unter Ruine [Lat: 47.46446739 x Long: 10.71949393]																												
TLM-0636020	B2327E3D-6F21-4BA9-A1F3-2D0A610FE78B	Macrogastra plicatula plicatula (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Panzendorf, Heinfels [Lat: 46.74834483 x Long: 12.44830906]																												
TLM-0197214	59BFB9A3-7773-485F-9B4F-DA309A8C783D	Macrogastra plicatula plicatula (Draparnaud, 1801)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Matrei i.O., Prosseggklamm [Lat: 47.02158199 x Long: 12.52842128]																												
TLM-0610041	F63E5EB8-8817-46B2-913D-4E52A0A6EFA9	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Klobenstein, Pass N Kössen [Lat: 47.6904677 x Long: 12.3955401]																												
TLM-0648127	0B689179-9B7D-4134-9249-2D2F6FDD38A2	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Salzburg Salzburg, Kapuzinerberg [Lat: 47.8051564 x Long: 13.05794299]																												
TLM-0195073	FEF8C6EE-C275-4944-A423-AEC6FF671652	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Ehrenberger Klause [Lat: 47.46446739 x Long: 10.71949393]																												
TLM-0835113	8BAFB27B-2635-4F5F-8874-0DEC50195966	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nauders N - 3. Tunnel, Umgebung der Festung [Lat: 46.92042019 x Long: 10.48980027]																												
TLM-0906229	1526DADD-1C7A-43BA-80E7-D066D9B09320	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Vils E, (alten) Ulrichsbrücke [Lat: 47.54603878 x Long: 10.66243261]																												
TLM-0953041	20CD1BC5-FD60-4674-8821-8718AF3560A6	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Heldenfriedhof S - unterhalb Plöckenpass [Lat: 46.62312543 x Long: 12.94810352]																												
TLM-0948870	3A3211F2-1ED7-46B8-91B1-69E00B544688	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Brandenbergtal, Brandenberg SW [Lat: 47.45447878 x Long: 11.86546773]																												
TLM-0342250	97E1D5B4-4818-4A7F-A404-6D6B4E81A127	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Achensee E, Achenseehof S [Lat: 47.48362685 x Long: 11.71405971]																												
TLM-0092114	73CC20D3-3640-408F-B376-B68828233E56	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kundler Klamm [Lat: 47.45664423 x Long: 11.99074298]																												
TLM-0446170	077B5A85-D1A0-4ACE-A438-280C617D7AFB	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kössen (A) - Reit im Winkel (D), Loferer Bach [Lat: 47.66799567 x Long: 12.45226532]																												
TLM-0405091	644BD5F9-911F-4B79-93D2-9913F74A89BE	Macrogastra plicatula plicatula (Draparnaud, 1801)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kronburg [Lat: 47.17812576 x Long: 10.62363714]																												
TLM-0745564	25D96F9A-2C99-4B49-B4BD-A4E90CAA3025	Macrogastra plicatula (Draparnaud, 1801)	Pater Julius		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Reutte NW, Frauensee, S Wiesbichl [Lat: 47.5052182 x Long: 10.69852442]																												
TLM-0225746	C122036D-38D5-4B09-BD1A-1F97AC23699E	Macrogastra tumida (Rossmässler, 1836)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kartitsch, Gemeindeamt [Lat: 46.7259343 x Long: 12.49888225]																												
TLM-0122951	0C54AA73-D707-44AB-9819-6F812A9FBEA6	Erjavecia bergeri (Rossmässler, 1836)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kaisergebirge, Gruttenhütte, oberhalb der Hütte [Lat: 47.55349021 x Long: 12.31104702]																												
TLM-0392506	26CB53DA-1DCB-4324-A8C4-230A9EC22F6D	Erjavecia bergeri (Rossmässler, 1836)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Vellacher Kotschna, Steiner Alpen [Lat: 46.38989681 x Long: 14.5686669]																												
TLM-0707982	16D920BE-4AF1-4AEA-829B-50F0B2DEBA2E	Erjavecia bergeri (Rossmässler, 1836)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Bärental, Johannsenruhe [Lat: 46.45358837 x Long: 14.15956378]																												
TLM-0622835	E85BE8FB-0D6A-4EC4-B789-437044FD29FE	Pseudofusulus varians (C. Pfeiffer, 1828)	Wiedemayr L.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Oberpfons (Matrei am Brenner NE), Stolzbühel [Lat: 47.1506583 x Long: 11.46119982]																												
TLM-0234528	EDE76110-F3C0-4DBF-8667-0C2185CBC71A	Pseudofusulus varians (C. Pfeiffer, 1828)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Neumarkt in der Steiermark, Steinschloss [Lat: 47.07366216 x Long: 14.42290574]																												
TLM-0787773	9F2CDA42-28EC-4F24-9B20-5FE48D0ECBD6	Pseudofusulus varians (C. Pfeiffer, 1828)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Hohentauern N, S Trieben [Lat: 47.43426001 x Long: 14.48378652]																												
TLM-0606132	2511B0CF-A1F9-4BC3-BB52-2C5691E0D15B	Pseudofusulus varians (C. Pfeiffer, 1828)	Frank Kr.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Kleiner Pfaffenbach, Westliche Zuflulß von Pfaffenbach [Lat: 46.75637936 x Long: 15.636608]																												
TLM-0677689	C67AE755-8B1D-464B-8767-97DBEC650F1E	Pseudofusulus varians (C. Pfeiffer, 1828)	Geggerle J.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Pendling -1563 [Lat: 47.57123105 x Long: 12.10900694]																												
TLM-0346010	421C275A-D5D2-43AA-AA36-B4A808A166E0	Pseudofusulus varians (C. Pfeiffer, 1828)	Stummer A. & B.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Semriach NE, Lurgrotte [Lat: 47.22674889 x Long: 15.38081914]																												
TLM-0240642	3C1786D9-AD94-41F1-9EBC-432CA590FE89	Ruthenica filograna (Rossmässler, 1836)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Kärnten [Lat: 46.61908418 x Long: 13.85114193]																												
TLM-0902738	8E340BCC-48C6-4FFC-BD95-7987495F728B	Ruthenica filograna (Rossmässler, 1836)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Bärental, Johannsenruhe [Lat: 46.45358837 x Long: 14.15956378]																												
TLM-0604112	35C30556-8B22-472D-ABCA-0F43D3BDB370	Medora macascarensis albescens (Menke, 1830)	Fischer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Maria Enzersdorf, Bez. Mödling [Lat: 48.09690257 x Long: 16.28392696]																												
TLM-0269546	5AAFE995-F04B-41EA-B989-295424160EB5	Herilla bosniensis bosniensis (v. Vest, 1867)	E.K.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Mödling [Lat: 48.085544 x Long: 16.2832725]																												
TLM-0698670	380FF27D-6B53-41B6-8474-D6897C4DED76	Herilla bosniensis bosniensis (v. Vest, 1867)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Mödling, bei Schwarzem Turm [Lat: 48.08535049 x Long: 16.27701223]																												
TLM-0865157	BA5BC025-02BD-4BB0-B30E-F8C0EAD797AD	Cochlodina costata (C. Pfeiffer, 1828)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kaisergebirge, Obere Regalm - Kaiseralm [Lat: 47.55351193 x Long: 12.31106848]																												
TLM-0618001	B642487E-9ABB-4CAC-898E-803852226D15	Cochlodina costata (C. Pfeiffer, 1828)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0280097	783A10C4-FD77-46DB-852A-ECB41D783B63	Cochlodina costata (C. Pfeiffer, 1828)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Tschaukofall, Tscheppaschlucht, Loibltal [Lat: 46.48787804 x Long: 14.26374614]																												
TLM-0810247	50241B54-3EE0-4916-9A70-2440948F3405	Cochlodina costata (C. Pfeiffer, 1828)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten St. Leonhard, im Loibltal (am Loibl), Gem. Ferlach [Lat: 46.46471151 x Long: 14.25801694]																												
TLM-0445035	1C7CD90B-FEED-470B-B2C7-76509E8C3E74	Cochlodina costata (C. Pfeiffer, 1828)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Singerberg ober St. Johann im Rosental [Lat: 46.50046753 x Long: 14.25843]																												
TLM-0143498	E34089F8-92E4-47EC-9B2E-2DA4DC35AFB8	Cochlodina costata (C. Pfeiffer, 1828)	Sperling P.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Niederösterreich Lunz am See, Rothwald [Lat: 47.80221624 x Long: 15.08989334]																												
TLM-0334951	785FA5D4-4CBD-4273-B53C-938746B7F394	Cochlodina costata (C. Pfeiffer, 1828)	Fauer W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Loibltal, SW Ferlach, Bodenbach, 1 km oberhalb Tschaukofall [Lat: 46.48418 x Long: 14.24332]																												
TLM-0234741	31CBD2D4-0F4C-41EC-AB26-5A18A4E62D2E	Cochlodina fimbriata (Rossmässler, 1835)	Klemm W.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Rosenbach, SW Velden am Wörthersee [Lat: 46.53067191 x Long: 14.0352273]																												
TLM-0494539	921D8B7A-7409-4590-8953-37A50DEB9E4C	Cochlodina fimbriata (Rossmässler, 1835)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienz W, Schloss Bruck [Lat: 46.8317705 x Long: 12.7489686]																												
TLM-0238178	EE6F0286-93D9-4091-9149-180A54387D2D	Cochlodina fimbriata (Rossmässler, 1835)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lienz W, Schloss Bruck [Lat: 46.8317705 x Long: 12.7489686]																												
TLM-0076763	274C5CEB-11DF-457C-8937-578B56D9F6D5	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Schwaz, Gymnasium [Lat: 47.33504916 x Long: 11.70400947]																												
TLM-0248630	736806B5-B9C1-4C78-852F-567F5A7173BE	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Schloss Tratzberg [Lat: 47.38481776 x Long: 11.7427808]																												
TLM-0355932	22DB8E06-FF3F-44E3-B76E-8CC627BB8C8D	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Kärnten [Lat: 46.61908418 x Long: 13.85114193]																												
TLM-0797230	533BD7AA-0A18-4E02-9A07-12A690F6BFB4	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Wilten, Bergisel-Aufstieg [Lat: 47.25118394 x Long: 11.40069187]																												
TLM-0807745	B66877B4-6185-469F-82F8-85E09CCF2592	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Reutte E, E-Werk-Umgebung [Lat: 47.49364617 x Long: 10.74893922]																												
TLM-0766667	5AC43899-655A-413E-81BC-19FFBCF0949F	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Reith im Alpbachtal [Lat: 47.41662529 x Long: 11.87615097]																												
TLM-0546143	6EF77B61-9321-4C89-82B3-FCE64328A5A4	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kufstein NE, Kaisertalaufstieg [Lat: 47.59400914 x Long: 12.18779415]																												
TLM-0925299	BC31CED6-A3AA-4F7D-ADBD-4AB9B35A3878	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0089491	22F587D7-E564-4628-A436-6133BE1A4218	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Heldenfriedhof S - unterhalb Plöckenpass [Lat: 46.62312543 x Long: 12.94810352]																												
TLM-0006132	215039E2-A9C3-45A9-BF40-54164C66B229	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0399488	9C427B3E-5C6A-41A0-A304-77AFCE011B52	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0522075	DA9A895C-E440-4D68-BDC2-131D549069DB	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck-Wilten, Konzertkurve [Lat: 47.25500715 x Long: 11.39978796]																												
TLM-0184171	D08C12B4-986B-47DD-8FC0-046CAFCD3E99	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Sillschlucht, b. Innsbruck [Lat: 47.24524102 x Long: 11.39628232]																												
TLM-0134482	BDE1B0A4-949B-44C2-A719-DEB7699DD64C	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Bürs, Bürser Schlucht [Lat: 47.14445965 x Long: 9.79284436]																												
TLM-0597988	C3ED98E0-0F86-427A-9C6D-E00CAF5AAD92	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Semriach W, Tanneben [Lat: 47.21766619 x Long: 15.40177524]																												
TLM-0585394	C4847759-AC8E-4584-A148-4CBD6714C9D0	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Tuffbad, Lesachtal [Lat: 46.7237082 x Long: 12.76663899]																												
TLM-0146589	4A3C25B5-E655-4876-84BA-909476BCAF5F	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Oberdrauburg, Ruine Hohenburg [Lat: 46.75392796 x Long: 12.96371162]																												
TLM-0906573	34592EC6-1B2B-497B-AC6C-F4286CD4EA93	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nörsach [Lat: 46.77220968 x Long: 12.92019546]																												
TLM-0423928	4064B45E-4083-4A8B-9BC4-5E2CBFB942E8	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Helenenkirchl, NE Weide [Lat: 46.8617536 x Long: 12.74787962]																												
TLM-0881583	B2D23D18-5825-45AE-980E-42D2B4D17543	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Iseltal, Kienburg [Lat: 46.92709187 x Long: 12.5872314]																												
TLM-0397950	5D25DC95-E7E7-4FC7-9B76-100DED32D268	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Lavant, Laue [Lat: 46.778661 x Long: 12.89930105]																												
TLM-0068576	9DCC6958-D804-408A-82E8-39CA504F3911	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
TLM-0075417	D83CF187-86F7-497F-A813-3F9395796A70	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Kötschach-Mauthen S [Lat: 46.66269115 x Long: 12.9969729]																												
TLM-0309507	8EF564E4-DCFD-460C-93D3-5AE960D4C632	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Innsbruck, Schlosspark Ambras [Lat: 47.25629606 x Long: 11.43372595]																												
TLM-0565875	B449FCB2-3AC7-4ED8-B072-5751B185B32C	Cochlodina laminata laminata (Montagu, 1803)	SE.F.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Oberösterreich Gem. S. Pantaleon, Kirchberg [Lat: 48.00653443 x Long: 12.89507389]																												
TLM-0978644	AECD5496-9677-4E27-8CC9-3F06AAB81E64	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Steiermark Steiermark [Lat: 47.07264283 x Long: 15.41701019]																												
TLM-0388378	475C7625-9388-4E42-B187-53FFE284FFCE	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kufstein [Lat: 47.58176556 x Long: 12.16915816]																												
TLM-0345451	83245DE5-2A78-446B-96F7-A1D22C6D489E	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Nikolsdorf [Lat: 46.78549356 x Long: 12.90548623]																												
TLM-0242656	E432466B-AC15-4BBA-BB05-8121229DBCCD	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kreithof bei Tristach [Lat: 46.79802501 x Long: 12.81834662]																												
TLM-0125673	7AD6CD61-8327-42FC-ACB1-EE6D36979653	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Iselsberg, Hotel Dolomitenblick [Lat: 46.83414128 x Long: 12.84741104]																												
TLM-0379223	53A5F5D1-2671-4F5D-A12F-52ED2E7D5066	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Bärental, Johannsenruhe [Lat: 46.45358837 x Long: 14.15956378]																												
TLM-0356002	17F345DE-6776-4FB2-92B2-593D59F8C22B	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Plöckenpass [Lat: 46.60360696 x Long: 12.94507027]																												
TLM-0354233	ED5CF278-32C1-494E-8950-A8915EF3379B	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Erpfendorf NE, unterhalb Lärchenhof [Lat: 47.58374847 x Long: 12.48875141]																												
TLM-0763572	72D35CB1-FFCB-4A13-8F88-65AD2B6508FF	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Ehrenberger Klause, unter Ruine [Lat: 47.46446739 x Long: 10.71949393]																												
TLM-0725837	C07E0299-D672-44F9-9DC2-3ACE62F1D7BF	Cochlodina laminata laminata (Montagu, 1803)	Kofler A.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Kärnten Wolfsberg (Gemeinde) [Lat: 46.84205293 x Long: 14.83856231]																												
TLM-0251241	C5FF7CB9-1F03-4BC0-9449-49B7C25E6548	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Kufstein [Lat: 47.58176556 x Long: 12.16915816]																												
TLM-0563403	43B1E111-1EBF-41E3-95EF-EAAE1E11C23D	Cochlodina laminata laminata (Montagu, 1803)	undefined		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Tirol Leiblfing, Gem. Pettnau [Lat: 47.2895565 x Long: 11.16911799]																												
TLM-0360348	84202323-6239-4234-8362-BA606577F313	Cochlodina laminata laminata (Montagu, 1803)	Nisters H.		TLMF Tiroler Landesmuseen								Preserved Specimen		13.10.2023																	EUROPE Vorarlberg Feldkirch, Kapf (unter dem Ardetzenberg) [Lat: 47.25198137 x Long: 9.60238069]																												
