SCIENTIFIC NAME	PHISICAL SPECIMEN ID	ORGANIZATION	SPECIMENT TYPE	MODIFIED	LICENSE	LOCATION QUALITATIVE [QUANTITATIVE]	GEOLOGICAL AGE	COLLECTING NUMBER	COLLECTING AGENT	DATE COLLECTED	TYPE STATUS (Optional)	MEDIA
Cochlostoma septemspirale	75000-E40864		PRESERVED SPECIMEN	12/12/2022		Österreich, Oberösterreich, Schafbergmassiv, Felsenfuß oberhalb der Holzriese über Oberburgau		75000-E40864		1945		
Cochlostoma septemspirale	75000-E40940		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, Schafbergmassiv, Felsenfuß oberhalb des Steinkars über Km 5 der Straße Scharfling-Oberburgau, Vormittagssonne, Ostlage		75000-E40940		1945		
Cochlostoma septemspirale	75000-E40971		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, Schafbergmassiv, O.W. Graben a. Abhang zur Seeache		75000-E40971		1945		
Cochlostoma septemspirale	75000-E40979		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, Schafbergmassiv, Abhang zur Seeache, Hochwald am Waldweg, an kleinem Bach		75000-E40979		1945		
Cochlostoma septemspirale	75000-E41109		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, Schafbergmassiv, Abhang zum Anfang d. Ischlertals bei Weissenbach am Attersee; Fuß d. Felsen, 300 m oberhalb des Steinbruchs		75000-E41109		1945		
Cochlostoma septemspirale	75000-E41262		PRESERVED SPECIMEN	12/14/2022		Österreich, Nordsteiermark, Umgebung Admont, Lichtmessgraben, Kaiserau		75000-E41262	Franz	26.07.1944		
Cochlostoma septemspirale	75000-E41728		PRESERVED SPECIMEN	12/14/2022		Österreich, Steiermark, Eisenerzer Alpen, Kalte Fölz am Kaiserschild, gegen den Erzbach		75000-E41728	Franz	7.7.1944		
Cochlostoma septemspirale	75000-E43676		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, Weyer Umgebung, Westhang des Stubau-Berges; Lok. Angelsbach		75000-E43676	Ing. v.Fritsch	1945		
Cochlostoma septemspiralis	75000-E43707		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, "Nach der Enns", Waldbez. 12, Rappelsbach am Rabischbach, NO vom Pfaffenstein		75000-E43707	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E43716		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, "Nach der Enns", Gross-Sautal südl. von Fockenauer Alphaus		75000-E43716	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E43728		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, "Nach der Enns", Waldabt. 12, n.d. Rabischbachunterlaufs östl. von Fockenau		75000-E43728	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E43746		PRESERVED SPECIMEN	12/14/2022		Österreich, Oberösterreich, rechtes Ennsufer, Klauswald, nördl. von Eslingerbach und von Laufer		75000-E43746	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E43784		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, nördlich von Weyer, "Bargut", nördlich des Stubau-Berges, lehmige Waldstelle mit spärlichem Graswuchs		75000-E43784	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E43805		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, südliche von Weyer, Rappelsbach (Rabischbach), Revier Schifflend, Topschiefer, etwas Kalkfels		75000-E43805	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E44958		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Weyer Umgebung, Waldhütte Wasserkopf		75000-E44958	Ing. v.Fritsch			
Cochlostoma septemspirale	75000-E496227		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Sierninghofen bei Steyr		75000-E496227				
Cochlostoma septemspirale	75000-E47962		PRESERVED SPECIMEN	12/19/2022		Österreich, Kärnten, Dobratschanstieg von Heiligengeist		75000-E47962	P. Sauer			
Cochlostoma septemspirale	75000-E53656		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Windischgarsten, Redtenbachgraben Richtung Hoher Nock, Erika-Haide, sehr sonnig		75000-E53656				
Cochlostoma septemspirale	75000-E54658		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Oberes Ennstal, sonnige Hänge zwischen Stainach und Pürgg		75000-E54658	Franz	23.5.1943		
Cochlostoma septemspirale	75000-E58320		PRESERVED SPECIMEN	12/19/2022		Österreich, Kärnten, Dobratschfuß bei Kaserinhütte		75000-E58320	M. Dimmel	1954		
Cochlostoma septemspirale	75000-E58321		PRESERVED SPECIMEN	12/19/2022		Österreich, Kärnten, Möltschach, steinige Wiese am Dobratschfuß		75000-E58321	M. Dimmel	1954		
Cochlostoma septemspirale	75000-E58369		PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Sengsengebirge, Bachgenist unterhalb der Feuchtau		75000-E58369	M. Dimmel	1954		
Cochlostoma septemspirale	4056	Coll. Walter Klemm	PRESERVED SPECIMEN	12/19/2022		Österreich, Oberösterreich, Obertraun, Weg zu den Eishöhlen		4056	Waringer	8.1936		
